Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	DOM.A.4.13.1.B7.Norm	DOM.A.4.14.1.B8.Norm	DOM.A.5.11.1.C7.Norm
SNHG15	20	16	37	33	22	28	11	13	14	27	23	23	31	20	12	23	13.6476468170621	11.8235597733904	26.4183744631476	26.8560709546283	21.3620041083695	20.0717005514996	17.2541429663215	9.74173571685394	11.7060922622897	14.2809370267187	20.7807567877566	21.5342939240186	21.0018775799158	18.0427633277725	10.4501746941354	19.8742472371843
SNHG16	551	451	508	419	330	534	198	465	453	681	392	361	572	407	442	384	375.992669810061	333.276591112442	362.717141277811	340.990719090584	320.430061625543	382.796003375028	310.574573393787	348.454392949006	378.775699629803	360.196967229459	354.176376556547	337.994787242205	387.518515345543	367.17023372017	384.914767900653	331.813519090382
SNHG17	93	88	111	92	57	121	56	102	99	137	82	89	118	79	87	87	63.4615576993388	65.0295787536472	79.2551233894429	74.871470540176	55.3470106444119	86.738420240409	87.8392732830912	76.4351571630079	82.7787952833344	72.4625323207576	74.0879155041756	83.3283547494633	79.9426307880666	71.2689151447013	75.7637665324815	75.1765004189147
SNHG3	18	29	33	27	17	20	11	26	20	40	23	13	21	23	19	14	12.2828821353559	21.4302020892701	23.5623339806452	21.9731489628777	16.5070031746492	14.3369289653569	17.2541429663215	19.4834714337079	16.7229889461282	21.1569437432869	20.7807567877566	12.1715574353149	14.2270783605881	20.7491778269384	16.546109932381	12.0973678835035
SNHG4	2	3	4	0	0	6	1	4	3	3	2	2	2	1	1	1	1.36476468170621	2.2169174575107	2.85604048250245	0	0	4.30107868960706	1.56855845148377	2.99745714364737	2.50844834191922	1.58677078074652	1.80702232937014	1.87254729774075	1.35495984386554	0.902138166388624	0.870847891177948	0.864097705964536
SNHG5	2406	2002	2163	1745	1654	2484	896	2205	2066	3412	1924	1766	2827	1694	1873	1678	1641.81191209257	1479.42291664547	1544.4038909132	1420.11647926747	1606.03430887469	1780.64657749732	1405.42837252946	1652.34825043561	1727.48475813504	1804.68730130237	1738.35548085407	1653.45926390508	1915.23573930393	1528.22205386233	1631.0981001763	1449.95595060849
SNHG6	253	253	242	174	167	275	94	219	189	340	196	182	276	183	217	181	172.642732235836	186.960038916736	172.790449191398	141.604737760768	162.15703118626	197.132773273657	147.444494439475	164.110778614693	158.032245540911	179.834021817939	177.088188278273	170.401804094408	186.984458453444	165.091284449118	188.973992385615	156.401684779581
SNHG7	23	11	19	19	15	10	7	14	14	19	17	7	28	9	12	11	15.6947938396214	8.1286973442059	13.5661922918866	15.4625863072103	14.565002801161	7.16846448267843	10.9799091603864	10.4911000027658	11.7060922622897	10.0495482780613	15.3596897996462	6.55391554209262	18.9694378141175	8.11924349749762	10.4501746941354	9.5050747656099
SNHG8	98	67	85	58	67	113	36	95	92	136	71	57	141	58	90	65	66.8734694036043	49.5111565510723	60.690860253177	47.2015792535892	65.0570125118526	81.0036486542663	56.4681042534158	71.189607161625	76.9257491521895	71.9336087271754	64.1492926926398	53.3675979856113	95.5246689925202	52.3240136505402	78.3763102060153	56.1663508876949
SNIP1	12	8	14	13	5	17	6	11	21	21	14	15	15	6	15	5	8.18858809023726	5.9117798866952	9.99614168875856	10.5796643154597	4.85500093372035	12.1863896205533	9.41135070890263	8.24300714503026	17.5591383934346	11.1073954652256	12.6491563055909	14.0441047330556	10.1621988289915	5.41282899833175	13.0627183676692	4.32048852982268
SNN	3	0	3	4	3	3	1	3	4	7	5	2	5	9	3	2	2.04714702255932	0	2.14203036187683	3.25528132783374	2.91300056023221	2.15053934480353	1.56855845148377	2.24809285773553	3.34459778922563	3.70246515507521	4.51755582342534	1.87254729774075	3.38739960966384	8.11924349749762	2.61254367353384	1.72819541192907
SNPH	4	1	3	1	0	4	0	1	1	6	2	2	2	2	0	3	2.72952936341242	0.7389724858369	2.14203036187683	0.813820331958435	0	2.86738579307137	0	0.749364285911842	0.836149447306408	3.17354156149303	1.80702232937014	1.87254729774075	1.35495984386554	1.80427633277725	0	2.59229311789361
SNRK	12	4	10	5	4	8	4	11	8	12	3	5	3	7	9	4	8.18858809023726	2.9558899433476	7.14010120625611	4.06910165979217	3.88400074697628	5.73477158614274	6.27423380593509	8.24300714503026	6.68919557845126	6.34708312298607	2.7105334940552	4.68136824435187	2.0324397657983	6.31496716472037	7.83763102060153	3.45639082385815
SNRNP200	68	51	60	58	53	109	41	71	69	97	49	48	62	57	55	45	46.4019991780111	37.6875967776819	42.8406072375367	47.2015792535892	51.4630098974357	78.1362628611949	64.3108965108346	53.2048642997408	57.6943118641421	51.3055885774707	44.2720470695683	44.9411351457779	42.0037551598316	51.4218754841516	47.8966340147872	38.8843967684041
SNRNP25	13	12	14	12	10	21	3	8	13	23	14	8	12	17	17	16	8.87097043109037	8.8676698300428	9.99614168875856	9.76584398350122	9.71000186744069	15.0537754136247	4.70567535445131	5.99491428729474	10.8699428149833	12.16524265239	12.6491563055909	7.49018919096299	8.12975906319321	15.3363488286066	14.8044141500251	13.8255632954326
SNRNP27	142	146	144	117	142	157	62	121	130	182	140	127	173	119	111	120	96.8982924011409	107.889982932187	102.817457370088	95.2169788391369	137.882026517658	112.544892378051	97.2506239919938	90.6730785953329	108.699428149833	96.2640940319554	126.491563055909	118.906753406537	117.204026494369	107.354441800246	96.6641159207523	103.691724715744
SNRNP35	26	21	33	30	24	35	17	24	23	43	23	32	49	28	19	27	17.7419408621807	15.5184222025749	23.5623339806452	24.414609958753	23.3040044818577	25.0896256893745	26.6654936752241	17.9847428618842	19.2314372880474	22.7437145240334	20.7807567877566	29.960756763852	33.1965161747056	25.2598686588815	16.546109932381	23.3306380610425
SNRNP40	18	19	20	15	11	23	7	17	19	31	21	23	22	16	21	18	12.2828821353559	14.0404772309011	14.2802024125122	12.2073049793765	10.6810020541848	16.4874683101604	10.9799091603864	12.7391928605013	15.8868394988217	16.3966314010473	18.9737344583864	21.5342939240186	14.9045582825209	14.434210662218	18.2878057147369	15.5537587073617
SNRNP48	18	14	6	10	11	9	3	12	10	32	6	8	7	8	10	11	12.2828821353559	10.3456148017166	4.28406072375367	8.13820331958435	10.6810020541848	6.45161803441059	4.70567535445131	8.9923714309421	8.36149447306408	16.9255549946295	5.42106698811041	7.49018919096299	4.74235945352937	7.21710533110899	8.70847891177948	9.5050747656099
SNRNP70	14	21	13	8	12	16	6	13	12	17	5	6	19	6	9	18	9.55335277194347	15.5184222025749	9.28213156813295	6.51056265566748	11.6520022409288	11.4695431722855	9.41135070890263	9.74173571685394	10.0337933676769	8.99170109089693	4.51755582342534	5.61764189322224	12.8721185167226	5.41282899833175	7.83763102060153	15.5537587073617
SNRPA	2	4	5	1	2	2	1	4	1	10	2	4	1	1	1	3	1.36476468170621	2.9558899433476	3.57005060312806	0.813820331958435	1.94200037348814	1.43369289653569	1.56855845148377	2.99745714364737	0.836149447306408	5.28923593582172	1.80702232937014	3.7450945954815	0.677479921932768	0.902138166388624	0.870847891177948	2.59229311789361
SNRPA1	41	33	33	34	31	49	19	26	45	64	34	33	49	32	32	33	27.9776759749773	24.3860920326177	23.5623339806452	27.6698912865868	30.1010057890661	35.1254759651243	29.8026105781917	19.4834714337079	37.6267251287884	33.851109989259	30.7193795992923	30.8970304127223	33.1965161747056	28.868421324436	27.8671325176943	28.5152242968297
SNRPB	35	23	33	25	21	25	9	23	32	31	23	24	26	31	29	29	23.8833819298587	16.9963671742487	23.5623339806452	20.3455082989609	20.3910039216255	17.9211612066961	14.1170260633539	17.2353785759724	26.756782313805	16.3966314010473	20.7807567877566	22.470567572889	17.614477970252	27.9662831580474	25.2545888441605	25.0588334729716
SNRPB2	258	236	255	263	196	288	117	218	229	356	186	230	266	226	207	203	176.054643940101	174.397506657508	182.072580759531	214.034747305068	190.316036601838	206.451777101139	183.521338823601	163.361414328782	191.478223433167	188.296799315253	168.053076631423	215.342939240186	180.209659234116	203.883225603829	180.265513473835	175.411834310801
SNRPC	351	315	353	261	272	367	125	290	282	494	297	244	410	253	270	297	239.51620163944	232.776333038623	252.045572580841	212.407106641151	264.112050794387	263.082646514298	196.069806435471	217.315642914434	235.794144140407	261.288255229593	268.342815911465	228.450770324371	277.766767992435	228.240956096322	235.128930618046	256.637018671467
SNRPD1	267	216	206	212	193	272	76	185	199	298	200	179	267	197	191	190	182.196085007779	159.61805694077	147.086084848876	172.529910375188	187.403036041605	194.982233928853	119.210442312767	138.632392893691	166.393740013975	157.619230887487	180.702232937014	167.592983147797	180.887139156049	177.721218778559	166.331947214988	164.178564133262
SNRPD2	1293	1170	1226	1071	919	1368	512	1048	1056	1709	997	1014	1441	909	1076	965	882.320366723065	864.597808429173	875.376407887	871.601575527484	892.3491716178	980.645941230409	803.101927159691	785.33377163561	882.973816355567	903.930421431932	900.800631191013	949.381479954559	976.248567505118	820.04359324726	937.032330907472	833.854286255778
SNRPD3	3	3	2	2	1	1	1	4	3	4	2	1	0	0	3	0	2.04714702255932	2.2169174575107	1.42802024125122	1.62764066391687	0.971000186744069	0.716846448267843	1.56855845148377	2.99745714364737	2.50844834191922	2.11569437432869	1.80702232937014	0.936273648870374	0	0	2.61254367353384	0
SNRPE	455	395	410	338	294	425	142	377	310	548	319	290	461	311	311	326	310.483965088163	291.894131905575	292.744149456501	275.071272201951	285.474054902756	304.659740513833	222.735300110696	282.510335788764	259.206328664986	289.85012928303	288.220061534537	271.519358172408	312.318244011006	280.564969746862	270.833694156342	281.695852144439
SNRPF	202	180	191	160	159	221	76	165	162	271	170	131	240	163	143	142	137.841232852327	133.015047450642	136.375933039492	130.21125311335	154.389029692307	158.423065067193	119.210442312767	123.645107175454	135.456210463638	143.338293860769	153.596897996462	122.651848002019	162.595181263864	147.048521121346	124.531248438447	122.701874246964
SNRPG	557	517	580	509	440	580	227	466	451	752	420	408	647	405	450	496	380.08696385518	382.048775177677	414.125869962855	414.234548966843	427.24008216739	415.770939995349	356.062768486816	349.203757234918	377.10340073519	397.750542373794	379.474689167728	381.999648739113	438.329509490501	365.365957387393	391.881551030077	428.59246215841
SNRPN	2	2	3	4	1	3	3	0	3	1	3	2	4	3	1	5	1.36476468170621	1.4779449716738	2.14203036187683	3.25528132783374	0.971000186744069	2.15053934480353	4.70567535445131	0	2.50844834191922	0.528923593582172	2.7105334940552	1.87254729774075	2.70991968773107	2.70641449916587	0.870847891177948	4.32048852982268
SNTA1	7	12	7	4	8	5	5	6	4	9	4	5	8	4	6	8	4.77667638597174	8.8676698300428	4.99807084437928	3.25528132783374	7.76800149395255	3.58423224133922	7.84279225741886	4.49618571547105	3.34459778922563	4.76031234223955	3.61404465874027	4.68136824435187	5.41983937546214	3.6085526655545	5.22508734706769	6.91278164771629
SNTB1	7	7	5	5	1	8	2	7	0	6	5	6	8	4	6	4	4.77667638597174	5.1728074008583	3.57005060312806	4.06910165979217	0.971000186744069	5.73477158614274	3.13711690296754	5.24555000138289	0	3.17354156149303	4.51755582342534	5.61764189322224	5.41983937546214	3.6085526655545	5.22508734706769	3.45639082385815
SNTB2	53	47	42	42	34	37	23	45	36	61	45	32	34	27	28	42	36.1662640652146	34.7317068343343	29.9884250662757	34.1804539422543	33.0140063492984	26.5233185859102	36.0768443841267	33.7213928660329	30.1013801030307	32.2643392085125	40.6580024108281	29.960756763852	23.0343173457141	24.3577304924929	24.3837409529825	36.2921036505105
SNTN	2	2	0	1	0	1	0	1	2	3	1	1	2	0	0	0	1.36476468170621	1.4779449716738	0	0.813820331958435	0	0.716846448267843	0	0.749364285911842	1.67229889461282	1.58677078074652	0.903511164685068	0.936273648870374	1.35495984386554	0	0	0
SNUPN	44	42	68	39	39	51	26	42	41	46	32	50	56	35	39	48	30.0248229975366	31.0368444051498	48.5526882025416	31.738992946379	37.8690072830187	36.55916886166	40.7825197385781	31.4733000082974	34.2821273395627	24.3304853047799	28.9123572699222	46.8136824435187	37.938875628235	31.5748358236019	33.96306775594	41.4766898862977
SNURF	0	1	1	2	1	2	0	0	2	0	0	1	1	0	1	2	0	0.7389724858369	0.714010120625611	1.62764066391687	0.971000186744069	1.43369289653569	0	0	1.67229889461282	0	0	0.936273648870374	0.677479921932768	0	0.870847891177948	1.72819541192907
SNW1	173	128	160	139	100	190	68	157	111	208	101	116	169	133	139	143	118.052144967587	94.5884781871232	114.241619300098	113.121026142222	97.1000186744069	136.20082517089	106.661974700896	117.650192888159	92.8125886510113	110.016107465092	91.2546276331918	108.607743268963	114.494106806638	119.984376129687	121.047856873735	123.565971952929
SNX1	45	29	41	38	30	33	15	34	41	51	41	22	36	37	28	24	30.7072053383897	21.4302020892701	29.2744149456501	30.9251726144205	29.1300056023221	23.6559327928388	23.5283767722566	25.4783857210026	34.2821273395627	26.9751032726908	37.0439577520878	20.5980202751482	24.3892771895796	33.3791121563791	24.3837409529825	20.7383449431489
SNX11	28	22	18	25	14	27	5	24	21	24	17	24	21	16	15	15	19.1067055438869	16.2573946884118	12.852182171261	20.3455082989609	13.594002614417	19.3548541032318	7.84279225741886	17.9847428618842	17.5591383934346	12.6941662459721	15.3596897996462	22.470567572889	14.2270783605881	14.434210662218	13.0627183676692	12.961465589468
SNX12	18	12	19	19	22	22	9	18	17	26	16	12	20	21	17	29	12.2828821353559	8.8676698300428	13.5661922918866	15.4625863072103	21.3620041083695	15.7706218618925	14.1170260633539	13.4885571464132	14.2145406042089	13.7520134331365	14.4561786349611	11.2352837864445	13.5495984386554	18.9449014941611	14.8044141500251	25.0588334729716
SNX13	25	24	24	17	22	17	4	22	24	30	21	15	30	32	20	25	17.0595585213276	17.7353396600856	17.1362428950147	13.8349456432934	21.3620041083695	12.1863896205533	6.27423380593509	16.4860142900605	20.0675867353538	15.8677078074652	18.9737344583864	14.0441047330556	20.324397657983	28.868421324436	17.416957823559	21.6024426491134
SNX14	30	19	19	27	13	21	13	16	24	26	15	14	21	19	29	27	20.4714702255932	14.0404772309011	13.5661922918866	21.9731489628777	12.6230024276729	15.0537754136247	20.391259869289	11.9898285745895	20.0675867353538	13.7520134331365	13.552667470276	13.1078310841852	14.2270783605881	17.1406251613839	25.2545888441605	23.3306380610425
SNX15	2	2	2	1	1	1	2	2	1	4	1	2	2	3	1	1	1.36476468170621	1.4779449716738	1.42802024125122	0.813820331958435	0.971000186744069	0.716846448267843	3.13711690296754	1.49872857182368	0.836149447306408	2.11569437432869	0.903511164685068	1.87254729774075	1.35495984386554	2.70641449916587	0.870847891177948	0.864097705964536
SNX16	10	9	7	9	8	4	5	10	3	9	3	2	10	8	6	5	6.82382340853105	6.6507523725321	4.99807084437928	7.32438298762591	7.76800149395255	2.86738579307137	7.84279225741886	7.49364285911842	2.50844834191922	4.76031234223955	2.7105334940552	1.87254729774075	6.77479921932768	7.21710533110899	5.22508734706769	4.32048852982268
SNX17	28	42	35	25	34	43	20	29	35	51	27	24	25	20	14	17	19.1067055438869	31.0368444051498	24.9903542218964	20.3455082989609	33.0140063492984	30.8243972755173	31.3711690296754	21.7315642914434	29.2652306557243	26.9751032726908	24.3948014464968	22.470567572889	16.9369980483192	18.0427633277725	12.1918704764913	14.6896610013971
SNX18	38	27	29	23	22	34	12	28	26	22	21	14	14	17	18	34	25.930528952418	19.9522571175963	20.7062934981427	18.717867635044	21.3620041083695	24.3727792411067	18.8227014178053	20.9822000055316	21.7398856299666	11.6363190588078	18.9737344583864	13.1078310841852	9.48471890705875	15.3363488286066	15.6752620412031	29.3793220027942
SNX19	33	17	22	16	22	24	7	24	18	32	14	14	19	22	15	14	22.5186172481525	12.5625322592273	15.7082226537635	13.021125311335	21.3620041083695	17.2043147584282	10.9799091603864	17.9847428618842	15.0506900515153	16.9255549946295	12.6491563055909	13.1078310841852	12.8721185167226	19.8470396605497	13.0627183676692	12.0973678835035
SNX2	157	155	195	155	139	174	60	158	132	205	152	173	187	120	155	127	107.134027513937	114.540735304719	139.231973521994	126.142151453557	134.969025957426	124.731281998605	94.1135070890263	118.399557174071	110.371727044446	108.429336684345	137.33369703213	161.975341254575	126.688745401428	108.256579966635	134.981423132582	109.740408657496
SNX21	8	6	8	10	7	10	7	7	5	9	9	4	15	10	10	7	5.45905872682484	4.4338349150214	5.71208096500489	8.13820331958435	6.79700130720848	7.16846448267843	10.9799091603864	5.24555000138289	4.18074723653204	4.76031234223955	8.13160048216561	3.7450945954815	10.1621988289915	9.02138166388624	8.70847891177948	6.04868394175175
SNX22	4	2	5	4	1	7	6	9	6	6	7	7	7	15	8	4	2.72952936341242	1.4779449716738	3.57005060312806	3.25528132783374	0.971000186744069	5.0179251378749	9.41135070890263	6.74427857320658	5.01689668383845	3.17354156149303	6.32457815279547	6.55391554209262	4.74235945352937	13.5320724958294	6.96678312942359	3.45639082385815
SNX24	34	21	17	25	19	34	6	30	22	39	19	17	38	26	24	23	23.2009995890056	15.5184222025749	12.1381720506354	20.3455082989609	18.4490035481373	24.3727792411067	9.41135070890263	22.4809285773553	18.395287840741	20.6280201497047	17.1667121290163	15.9166520307964	25.7442370334452	23.4555923261042	20.9003493882708	19.8742472371843
SNX25	7	8	5	8	3	5	1	10	10	10	10	10	2	8	7	5	4.77667638597174	5.9117798866952	3.57005060312806	6.51056265566748	2.91300056023221	3.58423224133922	1.56855845148377	7.49364285911842	8.36149447306408	5.28923593582172	9.03511164685068	9.36273648870374	1.35495984386554	7.21710533110899	6.09593523824564	4.32048852982268
SNX27	29	25	24	33	19	41	18	31	34	36	19	23	24	19	20	30	19.78908788474	18.4743121459225	17.1362428950147	26.8560709546283	18.4490035481373	29.3907043789816	28.2340521267079	23.2302928632671	28.4290812084179	19.0412493689582	17.1667121290163	21.5342939240186	16.2595181263864	17.1406251613839	17.416957823559	25.9229311789361
SNX29	13	11	11	7	8	9	7	7	11	14	9	10	15	13	12	8	8.87097043109037	8.1286973442059	7.85411132688173	5.69674232370904	7.76800149395255	6.45161803441059	10.9799091603864	5.24555000138289	9.19764392037048	7.40493031015041	8.13160048216561	9.36273648870374	10.1621988289915	11.7277961630521	10.4501746941354	6.91278164771629
SNX3	157	137	137	129	102	142	63	123	114	235	105	110	150	113	105	128	107.134027513937	101.239230559655	97.8193865257088	104.982822822638	99.0420190478951	101.792195654034	98.8191824434776	92.1718071671565	95.3210369929305	124.29704449181	94.8686722919321	102.990101375741	101.621988289915	101.941612801915	91.4390285736846	110.604506363461
SNX30	34	31	30	28	20	25	12	27	21	34	19	10	16	24	24	11	23.2009995890056	22.9081470609439	21.4203036187683	22.7869692948362	19.4200037348814	17.9211612066961	18.8227014178053	20.2328357196197	17.5591383934346	17.9834021817939	17.1667121290163	9.36273648870374	10.8396787509243	21.651315993327	20.9003493882708	9.5050747656099
SNX33	15	16	12	12	10	11	10	11	6	13	11	8	14	8	13	7	10.2357351127966	11.8235597733904	8.56812144750734	9.76584398350122	9.71000186744069	7.88531093094627	15.6855845148377	8.24300714503026	5.01689668383845	6.87600671656824	9.93862281153575	7.49018919096299	9.48471890705875	7.21710533110899	11.3210225853133	6.04868394175175
SNX4	25	24	23	25	15	28	10	23	22	35	20	28	18	26	21	20	17.0595585213276	17.7353396600856	16.4222327743891	20.3455082989609	14.565002801161	20.0717005514996	15.6855845148377	17.2353785759724	18.395287840741	18.512325775376	18.0702232937014	26.2156621683705	12.1946385947898	23.4555923261042	18.2878057147369	17.2819541192907
