Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	DOM.A.4.13.1.B7	DOM.A.4.14.1.B8	DOM.A.5.11.1.C7	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	DOM.A.4.13.1.B7.Norm	DOM.A.4.14.1.B8.Norm	DOM.A.5.11.1.C7.Norm
KARS	110	95	126	100	80	120	54	90	89	138	93	87	134	87	79	81	75.0620574938416	70.2023861545055	89.965275198827	81.3820331958435	77.6800149395255	86.0215737921412	84.7021563801237	67.4427857320658	74.4173008102703	72.9914559143398	84.0265383157113	81.4558074517225	90.7823095389909	78.4860204758103	68.7969834030579	69.9919141831274
KAT2A	2	3	7	9	8	2	0	8	1	6	2	4	1	2	2	2	1.36476468170621	2.2169174575107	4.99807084437928	7.32438298762591	7.76800149395255	1.43369289653569	0	5.99491428729474	0.836149447306408	3.17354156149303	1.80702232937014	3.7450945954815	0.677479921932768	1.80427633277725	1.7416957823559	1.72819541192907
KAT2B	10	4	9	9	4	7	1	5	6	4	8	6	12	7	9	3	6.82382340853105	2.9558899433476	6.4260910856305	7.32438298762591	3.88400074697628	5.0179251378749	1.56855845148377	3.74682142955921	5.01689668383845	2.11569437432869	7.22808931748054	5.61764189322224	8.12975906319321	6.31496716472037	7.83763102060153	2.59229311789361
KAT6A	33	18	22	19	9	29	12	28	22	30	19	20	22	22	27	24	22.5186172481525	13.3015047450642	15.7082226537635	15.4625863072103	8.73900168069662	20.7885469997674	18.8227014178053	20.9822000055316	18.395287840741	15.8677078074652	17.1667121290163	18.7254729774075	14.9045582825209	19.8470396605497	23.5128930618046	20.7383449431489
KAT6B	44	27	33	27	15	34	14	33	26	49	22	26	27	33	21	29	30.0248229975366	19.9522571175963	23.5623339806452	21.9731489628777	14.565002801161	24.3727792411067	21.9598183207728	24.7290214350908	21.7398856299666	25.9172560855264	19.8772456230715	24.3431148706297	18.2919578921847	29.7705594908246	18.2878057147369	25.0588334729716
KAT7	11	13	5	10	7	14	4	10	5	15	5	9	11	4	6	8	7.50620574938416	9.60664231587969	3.57005060312806	8.13820331958435	6.79700130720848	10.0358502757498	6.27423380593509	7.49364285911842	4.18074723653204	7.93385390373258	4.51755582342534	8.42646283983337	7.45227914126044	3.6085526655545	5.22508734706769	6.91278164771629
KAT8	7	4	8	4	4	10	4	1	6	8	4	6	6	1	7	11	4.77667638597174	2.9558899433476	5.71208096500489	3.25528132783374	3.88400074697628	7.16846448267843	6.27423380593509	0.749364285911842	5.01689668383845	4.23138874865738	3.61404465874027	5.61764189322224	4.06487953159661	0.902138166388624	6.09593523824564	9.5050747656099
KATNA1	31	22	27	22	18	23	7	23	21	29	18	26	30	22	19	25	21.1538525664463	16.2573946884118	19.2782732568915	17.9040473030856	17.4780033613932	16.4874683101604	10.9799091603864	17.2353785759724	17.5591383934346	15.338784213883	16.2632009643312	24.3431148706297	20.324397657983	19.8470396605497	16.546109932381	21.6024426491134
KATNAL1	18	24	23	15	8	23	7	15	14	30	11	18	22	14	22	20	12.2828821353559	17.7353396600856	16.4222327743891	12.2073049793765	7.76800149395255	16.4874683101604	10.9799091603864	11.2404642886776	11.7060922622897	15.8677078074652	9.93862281153575	16.8529256796667	14.9045582825209	12.6299343294407	19.1586536059149	17.2819541192907
KATNAL2	1	0	0	0	2	3	0	1	1	1	1	0	3	3	3	1	0.682382340853105	0	0	0	1.94200037348814	2.15053934480353	0	0.749364285911842	0.836149447306408	0.528923593582172	0.903511164685068	0	2.0324397657983	2.70641449916587	2.61254367353384	0.864097705964536
KATNB1	2	2	3	5	2	1	1	6	3	2	3	1	3	3	5	2	1.36476468170621	1.4779449716738	2.14203036187683	4.06910165979217	1.94200037348814	0.716846448267843	1.56855845148377	4.49618571547105	2.50844834191922	1.05784718716434	2.7105334940552	0.936273648870374	2.0324397657983	2.70641449916587	4.35423945588974	1.72819541192907
KATNBL1	34	30	35	25	25	29	13	19	33	31	23	19	33	18	22	31	23.2009995890056	22.169174575107	24.9903542218964	20.3455082989609	24.2750046686017	20.7885469997674	20.391259869289	14.237921432325	27.5929317611115	16.3966314010473	20.7807567877566	17.7891993285371	22.3568374237813	16.2384869949952	19.1586536059149	26.7870288849006
KAZALD1	2	3	1	2	2	3	1	0	1	2	0	1	3	1	0	2	1.36476468170621	2.2169174575107	0.714010120625611	1.62764066391687	1.94200037348814	2.15053934480353	1.56855845148377	0	0.836149447306408	1.05784718716434	0	0.936273648870374	2.0324397657983	0.902138166388624	0	1.72819541192907
KAZN	8	4	6	6	4	7	8	5	5	5	3	3	1	3	3	4	5.45905872682484	2.9558899433476	4.28406072375367	4.88292199175061	3.88400074697628	5.0179251378749	12.5484676118702	3.74682142955921	4.18074723653204	2.64461796791086	2.7105334940552	2.80882094661112	0.677479921932768	2.70641449916587	2.61254367353384	3.45639082385815
KBTBD11	1	0	0	5	0	2	0	2	2	1	2	2	0	0	0	0	0.682382340853105	0	0	4.06910165979217	0	1.43369289653569	0	1.49872857182368	1.67229889461282	0.528923593582172	1.80702232937014	1.87254729774075	0	0	0	0
KBTBD12	5	12	3	5	6	6	3	12	3	19	13	5	9	8	5	9	3.41191170426553	8.8676698300428	2.14203036187683	4.06910165979217	5.82600112046442	4.30107868960706	4.70567535445131	8.9923714309421	2.50844834191922	10.0495482780613	11.7456451409059	4.68136824435187	6.09731929739491	7.21710533110899	4.35423945588974	7.77687935368083
KBTBD2	18	26	22	27	15	16	19	13	18	20	18	20	26	25	8	17	12.2828821353559	19.2132846317594	15.7082226537635	21.9731489628777	14.565002801161	11.4695431722855	29.8026105781917	9.74173571685394	15.0506900515153	10.5784718716434	16.2632009643312	18.7254729774075	17.614477970252	22.5534541597156	6.96678312942359	14.6896610013971
KBTBD3	36	30	29	21	26	39	11	24	20	30	13	22	24	18	17	32	24.5657642707118	22.169174575107	20.7062934981427	17.0902269711271	25.2460048553458	27.9570114824459	17.2541429663215	17.9847428618842	16.7229889461282	15.8677078074652	11.7456451409059	20.5980202751482	16.2595181263864	16.2384869949952	14.8044141500251	27.6511265908652
KBTBD6	17	18	14	8	8	7	5	13	11	17	13	10	14	14	8	7	11.6004997945028	13.3015047450642	9.99614168875856	6.51056265566748	7.76800149395255	5.0179251378749	7.84279225741886	9.74173571685394	9.19764392037048	8.99170109089693	11.7456451409059	9.36273648870374	9.48471890705875	12.6299343294407	6.96678312942359	6.04868394175175
KBTBD7	6	3	4	7	4	7	1	9	4	11	7	4	8	4	6	9	4.09429404511863	2.2169174575107	2.85604048250245	5.69674232370904	3.88400074697628	5.0179251378749	1.56855845148377	6.74427857320658	3.34459778922563	5.8181595294039	6.32457815279547	3.7450945954815	5.41983937546214	3.6085526655545	5.22508734706769	7.77687935368083
KBTBD8	1	0	0	1	1	1	0	2	1	3	0	1	2	0	1	1	0.682382340853105	0	0	0.813820331958435	0.971000186744069	0.716846448267843	0	1.49872857182368	0.836149447306408	1.58677078074652	0	0.936273648870374	1.35495984386554	0	0.870847891177948	0.864097705964536
KCMF1	32	37	22	28	30	32	26	36	29	49	36	21	25	27	20	38	21.8362349072994	27.3419819759653	15.7082226537635	22.7869692948362	29.1300056023221	22.939086344571	40.7825197385781	26.9771142928263	24.2483339718858	25.9172560855264	32.5264019286624	19.6617466262779	16.9369980483192	24.3577304924929	17.416957823559	32.8357128266524
KCNA7	5	4	2	3	5	3	5	8	5	9	9	1	8	1	4	2	3.41191170426553	2.9558899433476	1.42802024125122	2.4414609958753	4.85500093372035	2.15053934480353	7.84279225741886	5.99491428729474	4.18074723653204	4.76031234223955	8.13160048216561	0.936273648870374	5.41983937546214	0.902138166388624	3.48339156471179	1.72819541192907
KCNAB1	8	7	8	5	3	6	6	9	11	15	6	10	13	7	10	6	5.45905872682484	5.1728074008583	5.71208096500489	4.06910165979217	2.91300056023221	4.30107868960706	9.41135070890263	6.74427857320658	9.19764392037048	7.93385390373258	5.42106698811041	9.36273648870374	8.80723898512598	6.31496716472037	8.70847891177948	5.18458623578722
KCNAB2	1	0	1	1	0	1	1	3	1	1	1	1	2	2	4	1	0.682382340853105	0	0.714010120625611	0.813820331958435	0	0.716846448267843	1.56855845148377	2.24809285773553	0.836149447306408	0.528923593582172	0.903511164685068	0.936273648870374	1.35495984386554	1.80427633277725	3.48339156471179	0.864097705964536
KCNC4	2	1	2	1	0	0	0	1	1	3	1	0	0	0	1	1	1.36476468170621	0.7389724858369	1.42802024125122	0.813820331958435	0	0	0	0.749364285911842	0.836149447306408	1.58677078074652	0.903511164685068	0	0	0	0.870847891177948	0.864097705964536
KCNE3	0	3	3	1	1	1	0	2	3	5	5	2	6	1	0	1	0	2.2169174575107	2.14203036187683	0.813820331958435	0.971000186744069	0.716846448267843	0	1.49872857182368	2.50844834191922	2.64461796791086	4.51755582342534	1.87254729774075	4.06487953159661	0.902138166388624	0	0.864097705964536
KCNE4	36	38	36	29	25	17	23	36	33	58	24	29	31	24	28	37	24.5657642707118	28.0809544618022	25.704364342522	23.6007896267946	24.2750046686017	12.1863896205533	36.0768443841267	26.9771142928263	27.5929317611115	30.677568427766	21.6842679524416	27.1519358172408	21.0018775799158	21.651315993327	24.3837409529825	31.9716151206878
KCNG1	0	3	0	1	2	0	1	1	1	2	1	0	0	1	0	0	0	2.2169174575107	0	0.813820331958435	1.94200037348814	0	1.56855845148377	0.749364285911842	0.836149447306408	1.05784718716434	0.903511164685068	0	0	0.902138166388624	0	0
KCNJ11	7	2	1	3	2	5	1	11	8	11	5	3	4	8	7	6	4.77667638597174	1.4779449716738	0.714010120625611	2.4414609958753	1.94200037348814	3.58423224133922	1.56855845148377	8.24300714503026	6.68919557845126	5.8181595294039	4.51755582342534	2.80882094661112	2.70991968773107	7.21710533110899	6.09593523824564	5.18458623578722
KCNJ2	1	0	0	0	0	2	1	0	2	2	0	0	0	1	0	0	0.682382340853105	0	0	0	0	1.43369289653569	1.56855845148377	0	1.67229889461282	1.05784718716434	0	0	0	0.902138166388624	0	0
KCNJ3	0	1	3	1	1	2	0	1	4	4	2	0	2	1	3	2	0	0.7389724858369	2.14203036187683	0.813820331958435	0.971000186744069	1.43369289653569	0	0.749364285911842	3.34459778922563	2.11569437432869	1.80702232937014	0	1.35495984386554	0.902138166388624	2.61254367353384	1.72819541192907
KCNJ5	11	12	2	6	3	7	2	6	9	10	5	2	11	9	3	6	7.50620574938416	8.8676698300428	1.42802024125122	4.88292199175061	2.91300056023221	5.0179251378749	3.13711690296754	4.49618571547105	7.52534502575767	5.28923593582172	4.51755582342534	1.87254729774075	7.45227914126044	8.11924349749762	2.61254367353384	5.18458623578722
KCNK1	0	1	0	0	0	0	1	1	1	0	0	1	3	2	1	0	0	0.7389724858369	0	0	0	0	1.56855845148377	0.749364285911842	0.836149447306408	0	0	0.936273648870374	2.0324397657983	1.80427633277725	0.870847891177948	0
KCNK15	5	5	3	2	2	1	1	1	1	2	0	1	7	1	2	1	3.41191170426553	3.6948624291845	2.14203036187683	1.62764066391687	1.94200037348814	0.716846448267843	1.56855845148377	0.749364285911842	0.836149447306408	1.05784718716434	0	0.936273648870374	4.74235945352937	0.902138166388624	1.7416957823559	0.864097705964536
KCNK2	3	0	2	2	0	1	0	1	1	1	1	1	1	1	0	1	2.04714702255932	0	1.42802024125122	1.62764066391687	0	0.716846448267843	0	0.749364285911842	0.836149447306408	0.528923593582172	0.903511164685068	0.936273648870374	0.677479921932768	0.902138166388624	0	0.864097705964536
KCNK6	6	4	5	2	2	2	3	1	4	9	2	3	1	8	1	5	4.09429404511863	2.9558899433476	3.57005060312806	1.62764066391687	1.94200037348814	1.43369289653569	4.70567535445131	0.749364285911842	3.34459778922563	4.76031234223955	1.80702232937014	2.80882094661112	0.677479921932768	7.21710533110899	0.870847891177948	4.32048852982268
KCNMA1	17	35	19	18	10	14	8	38	27	38	12	20	16	24	22	27	11.6004997945028	25.8640370042915	13.5661922918866	14.6487659752518	9.71000186744069	10.0358502757498	12.5484676118702	28.47584286465	22.576035077273	20.0990965561225	10.8421339762208	18.7254729774075	10.8396787509243	21.651315993327	19.1586536059149	23.3306380610425
KCNMB1	1	1	0	2	0	0	2	1	1	3	0	1	3	2	1	2	0.682382340853105	0.7389724858369	0	1.62764066391687	0	0	3.13711690296754	0.749364285911842	0.836149447306408	1.58677078074652	0	0.936273648870374	2.0324397657983	1.80427633277725	0.870847891177948	1.72819541192907
KCNMB3	5	4	4	2	0	5	1	3	1	2	3	4	2	2	2	4	3.41191170426553	2.9558899433476	2.85604048250245	1.62764066391687	0	3.58423224133922	1.56855845148377	2.24809285773553	0.836149447306408	1.05784718716434	2.7105334940552	3.7450945954815	1.35495984386554	1.80427633277725	1.7416957823559	3.45639082385815
KCNMB4	21	11	11	8	12	10	7	8	17	19	10	9	17	6	9	13	14.3300291579152	8.1286973442059	7.85411132688173	6.51056265566748	11.6520022409288	7.16846448267843	10.9799091603864	5.99491428729474	14.2145406042089	10.0495482780613	9.03511164685068	8.42646283983337	11.5171586728571	5.41282899833175	7.83763102060153	11.233270177539
KCNN3	19	9	11	8	9	9	6	12	18	19	15	6	10	3	6	8	12.965264476209	6.6507523725321	7.85411132688173	6.51056265566748	8.73900168069662	6.45161803441059	9.41135070890263	8.9923714309421	15.0506900515153	10.0495482780613	13.552667470276	5.61764189322224	6.77479921932768	2.70641449916587	5.22508734706769	6.91278164771629
KCNQ1OT1	257	220	184	151	114	174	96	290	231	322	213	221	220	223	183	148	175.372261599248	162.573946884118	131.377862195112	122.886870125724	110.694021288824	124.731281998605	150.581611342442	217.315642914434	193.15052232778	170.313397133459	192.447878077919	206.916476400353	149.045582825209	201.176811104663	159.365164085565	127.886460482751
KCNQ5	3	4	2	3	4	0	2	2	1	0	2	2	2	3	0	0	2.04714702255932	2.9558899433476	1.42802024125122	2.4414609958753	3.88400074697628	0	3.13711690296754	1.49872857182368	0.836149447306408	0	1.80702232937014	1.87254729774075	1.35495984386554	2.70641449916587	0	0
KCNRG	0	0	0	1	1	2	0	2	2	3	0	1	2	1	0	1	0	0	0	0.813820331958435	0.971000186744069	1.43369289653569	0	1.49872857182368	1.67229889461282	1.58677078074652	0	0.936273648870374	1.35495984386554	0.902138166388624	0	0.864097705964536
KCNS3	2	4	1	0	1	1	0	2	0	1	1	2	4	0	2	2	1.36476468170621	2.9558899433476	0.714010120625611	0	0.971000186744069	0.716846448267843	0	1.49872857182368	0	0.528923593582172	0.903511164685068	1.87254729774075	2.70991968773107	0	1.7416957823559	1.72819541192907
KCNT2	6	9	3	5	7	9	0	2	2	4	1	3	10	3	3	4	4.09429404511863	6.6507523725321	2.14203036187683	4.06910165979217	6.79700130720848	6.45161803441059	0	1.49872857182368	1.67229889461282	2.11569437432869	0.903511164685068	2.80882094661112	6.77479921932768	2.70641449916587	2.61254367353384	3.45639082385815
KCTD1	4	12	6	11	4	8	5	11	9	9	2	3	11	7	3	10	2.72952936341242	8.8676698300428	4.28406072375367	8.95202365154278	3.88400074697628	5.73477158614274	7.84279225741886	8.24300714503026	7.52534502575767	4.76031234223955	1.80702232937014	2.80882094661112	7.45227914126044	6.31496716472037	2.61254367353384	8.64097705964536
KCTD10	54	45	54	44	37	44	27	29	23	63	29	20	47	34	46	44	36.8486464060677	33.2537618626605	38.556546513783	35.8080946061711	35.9270069095306	31.5412437237851	42.3510781900618	21.7315642914434	19.2314372880474	33.3221863956769	26.201823775867	18.7254729774075	31.8415563308401	30.6726976572132	40.0590029941856	38.0202990624396
KCTD11	5	8	6	4	4	4	3	7	6	12	5	8	6	2	3	6	3.41191170426553	5.9117798866952	4.28406072375367	3.25528132783374	3.88400074697628	2.86738579307137	4.70567535445131	5.24555000138289	5.01689668383845	6.34708312298607	4.51755582342534	7.49018919096299	4.06487953159661	1.80427633277725	2.61254367353384	5.18458623578722
KCTD12	40	36	31	19	19	23	10	27	27	43	23	26	26	21	32	12	27.2952936341242	26.6030094901284	22.134313739394	15.4625863072103	18.4490035481373	16.4874683101604	15.6855845148377	20.2328357196197	22.576035077273	22.7437145240334	20.7807567877566	24.3431148706297	17.614477970252	18.9449014941611	27.8671325176943	10.3691724715744
KCTD13	2	1	1	3	1	1	1	2	2	5	1	2	5	3	1	1	1.36476468170621	0.7389724858369	0.714010120625611	2.4414609958753	0.971000186744069	0.716846448267843	1.56855845148377	1.49872857182368	1.67229889461282	2.64461796791086	0.903511164685068	1.87254729774075	3.38739960966384	2.70641449916587	0.870847891177948	0.864097705964536
KCTD15	20	21	11	13	12	8	5	15	8	6	13	6	8	11	5	13	13.6476468170621	15.5184222025749	7.85411132688173	10.5796643154597	11.6520022409288	5.73477158614274	7.84279225741886	11.2404642886776	6.68919557845126	3.17354156149303	11.7456451409059	5.61764189322224	5.41983937546214	9.92351983027487	4.35423945588974	11.233270177539
KCTD16	10	16	5	9	6	10	6	8	9	8	9	7	8	6	4	9	6.82382340853105	11.8235597733904	3.57005060312806	7.32438298762591	5.82600112046442	7.16846448267843	9.41135070890263	5.99491428729474	7.52534502575767	4.23138874865738	8.13160048216561	6.55391554209262	5.41983937546214	5.41282899833175	3.48339156471179	7.77687935368083
KCTD17	2	4	1	0	1	4	1	1	0	3	1	2	0	4	0	0	1.36476468170621	2.9558899433476	0.714010120625611	0	0.971000186744069	2.86738579307137	1.56855845148377	0.749364285911842	0	1.58677078074652	0.903511164685068	1.87254729774075	0	3.6085526655545	0	0
KCTD18	7	14	8	11	2	9	3	10	8	10	5	6	5	7	12	10	4.77667638597174	10.3456148017166	5.71208096500489	8.95202365154278	1.94200037348814	6.45161803441059	4.70567535445131	7.49364285911842	6.68919557845126	5.28923593582172	4.51755582342534	5.61764189322224	3.38739960966384	6.31496716472037	10.4501746941354	8.64097705964536
KCTD2	5	5	2	6	1	1	0	3	3	3	4	6	1	3	1	1	3.41191170426553	3.6948624291845	1.42802024125122	4.88292199175061	0.971000186744069	0.716846448267843	0	2.24809285773553	2.50844834191922	1.58677078074652	3.61404465874027	5.61764189322224	0.677479921932768	2.70641449916587	0.870847891177948	0.864097705964536
KCTD20	31	17	18	25	10	9	10	23	23	19	17	21	25	16	16	21	21.1538525664463	12.5625322592273	12.852182171261	20.3455082989609	9.71000186744069	6.45161803441059	15.6855845148377	17.2353785759724	19.2314372880474	10.0495482780613	15.3596897996462	19.6617466262779	16.9369980483192	14.434210662218	13.9335662588472	18.1460518252553
KCTD21	7	9	10	9	6	14	4	16	4	20	16	16	13	13	11	8	4.77667638597174	6.6507523725321	7.14010120625611	7.32438298762591	5.82600112046442	10.0358502757498	6.27423380593509	11.9898285745895	3.34459778922563	10.5784718716434	14.4561786349611	14.980378381926	8.80723898512598	11.7277961630521	9.57932680295743	6.91278164771629
KCTD21-AS1	1	0	4	2	3	5	2	2	1	2	7	1	0	3	1	0	0.682382340853105	0	2.85604048250245	1.62764066391687	2.91300056023221	3.58423224133922	3.13711690296754	1.49872857182368	0.836149447306408	1.05784718716434	6.32457815279547	0.936273648870374	0	2.70641449916587	0.870847891177948	0
KCTD3	15	14	14	23	13	9	10	14	10	24	16	10	10	15	18	23	10.2357351127966	10.3456148017166	9.99614168875856	18.717867635044	12.6230024276729	6.45161803441059	15.6855845148377	10.4911000027658	8.36149447306408	12.6941662459721	14.4561786349611	9.36273648870374	6.77479921932768	13.5320724958294	15.6752620412031	19.8742472371843
KCTD4	4	2	0	4	4	3	2	6	6	4	0	1	3	3	0	2	2.72952936341242	1.4779449716738	0	3.25528132783374	3.88400074697628	2.15053934480353	3.13711690296754	4.49618571547105	5.01689668383845	2.11569437432869	0	0.936273648870374	2.0324397657983	2.70641449916587	0	1.72819541192907
KCTD5	3	11	12	8	5	9	1	14	8	10	5	10	12	10	8	13	2.04714702255932	8.1286973442059	8.56812144750734	6.51056265566748	4.85500093372035	6.45161803441059	1.56855845148377	10.4911000027658	6.68919557845126	5.28923593582172	4.51755582342534	9.36273648870374	8.12975906319321	9.02138166388624	6.96678312942359	11.233270177539
KCTD6	12	8	12	6	12	11	3	9	10	15	5	12	13	15	12	16	8.18858809023726	5.9117798866952	8.56812144750734	4.88292199175061	11.6520022409288	7.88531093094627	4.70567535445131	6.74427857320658	8.36149447306408	7.93385390373258	4.51755582342534	11.2352837864445	8.80723898512598	13.5320724958294	10.4501746941354	13.8255632954326
KCTD7	9	9	6	4	1	3	1	5	6	6	5	6	2	4	7	0	6.14144106767795	6.6507523725321	4.28406072375367	3.25528132783374	0.971000186744069	2.15053934480353	1.56855845148377	3.74682142955921	5.01689668383845	3.17354156149303	4.51755582342534	5.61764189322224	1.35495984386554	3.6085526655545	6.09593523824564	0
KCTD8	1	0	1	1	0	1	0	2	0	4	2	1	1	1	2	0	0.682382340853105	0	0.714010120625611	0.813820331958435	0	0.716846448267843	0	1.49872857182368	0	2.11569437432869	1.80702232937014	0.936273648870374	0.677479921932768	0.902138166388624	1.7416957823559	0
KCTD9	19	13	14	12	13	18	6	15	15	28	13	16	10	8	20	19	12.965264476209	9.60664231587969	9.99614168875856	9.76584398350122	12.6230024276729	12.9032360688212	9.41135070890263	11.2404642886776	12.5422417095961	14.8098606203008	11.7456451409059	14.980378381926	6.77479921932768	7.21710533110899	17.416957823559	16.4178564133262
KDELC1	8	19	17	14	10	20	4	11	10	16	13	9	11	10	15	14	5.45905872682484	14.0404772309011	12.1381720506354	11.3934846474181	9.71000186744069	14.3369289653569	6.27423380593509	8.24300714503026	8.36149447306408	8.46277749731476	11.7456451409059	8.42646283983337	7.45227914126044	9.02138166388624	13.0627183676692	12.0973678835035
KDELC2	34	45	24	21	14	15	10	22	18	36	17	19	24	25	17	16	23.2009995890056	33.2537618626605	17.1362428950147	17.0902269711271	13.594002614417	10.7526967240176	15.6855845148377	16.4860142900605	15.0506900515153	19.0412493689582	15.3596897996462	17.7891993285371	16.2595181263864	22.5534541597156	14.8044141500251	13.8255632954326
KDELR1	57	63	48	53	33	44	26	43	46	95	42	29	47	37	48	47	38.895793428627	46.5552666077247	34.2724857900294	43.132477593797	32.0430061625543	31.5412437237851	40.7825197385781	32.2226642942092	38.4628745760948	50.2477413903064	37.9474689167728	27.1519358172408	31.8415563308401	33.3791121563791	41.8006987765415	40.6125921803332
KDELR2	252	266	182	151	123	164	84	201	168	284	157	147	143	162	191	141	171.960349894982	196.566681232615	129.949841953861	122.886870125724	119.433022969521	117.562817515926	131.758909924637	150.62222146828	140.473107147476	150.214300577337	141.851252855556	137.632226383945	96.8796288363858	146.146382954957	166.331947214988	121.837776541
KDELR3	213	206	160	149	124	149	61	148	140	228	105	99	148	106	134	141	145.347438601711	152.228332082401	114.241619300098	121.259229461807	120.404023156265	106.810120791909	95.6820655405101	110.905914314953	117.060922622897	120.594579336735	94.8686722919321	92.691091238167	100.26702844605	95.6266456371942	116.693617417845	121.837776541
KDM1A	21	24	15	29	14	18	9	29	19	41	22	21	23	19	20	26	14.3300291579152	17.7353396600856	10.7101518093842	23.6007896267946	13.594002614417	12.9032360688212	14.1170260633539	21.7315642914434	15.8868394988217	21.6858673368691	19.8772456230715	19.6617466262779	15.5820382044537	17.1406251613839	17.416957823559	22.4665403550779
KDM1B	4	3	3	3	0	3	0	1	1	5	1	2	5	3	1	1	2.72952936341242	2.2169174575107	2.14203036187683	2.4414609958753	0	2.15053934480353	0	0.749364285911842	0.836149447306408	2.64461796791086	0.903511164685068	1.87254729774075	3.38739960966384	2.70641449916587	0.870847891177948	0.864097705964536
KDM2A	16	24	22	10	15	19	7	27	18	40	8	17	11	11	13	17	10.9181174536497	17.7353396600856	15.7082226537635	8.13820331958435	14.565002801161	13.620082517089	10.9799091603864	20.2328357196197	15.0506900515153	21.1569437432869	7.22808931748054	15.9166520307964	7.45227914126044	9.92351983027487	11.3210225853133	14.6896610013971
KDM2B	6	1	6	5	4	6	3	9	9	5	1	5	5	3	0	3	4.09429404511863	0.7389724858369	4.28406072375367	4.06910165979217	3.88400074697628	4.30107868960706	4.70567535445131	6.74427857320658	7.52534502575767	2.64461796791086	0.903511164685068	4.68136824435187	3.38739960966384	2.70641449916587	0	2.59229311789361
KDM3A	19	18	16	17	12	18	9	17	22	24	13	17	22	19	15	14	12.965264476209	13.3015047450642	11.4241619300098	13.8349456432934	11.6520022409288	12.9032360688212	14.1170260633539	12.7391928605013	18.395287840741	12.6941662459721	11.7456451409059	15.9166520307964	14.9045582825209	17.1406251613839	13.0627183676692	12.0973678835035
KDM3B	11	9	13	14	7	12	5	13	10	15	10	8	14	13	11	11	7.50620574938416	6.6507523725321	9.28213156813295	11.3934846474181	6.79700130720848	8.60215737921412	7.84279225741886	9.74173571685394	8.36149447306408	7.93385390373258	9.03511164685068	7.49018919096299	9.48471890705875	11.7277961630521	9.57932680295743	9.5050747656099
KDM4A	18	23	24	14	12	17	6	16	8	22	8	10	19	12	11	12	12.2828821353559	16.9963671742487	17.1362428950147	11.3934846474181	11.6520022409288	12.1863896205533	9.41135070890263	11.9898285745895	6.68919557845126	11.6363190588078	7.22808931748054	9.36273648870374	12.8721185167226	10.8256579966635	9.57932680295743	10.3691724715744
KDM4A-AS1	7	2	4	4	5	5	2	7	2	9	3	5	2	1	1	6	4.77667638597174	1.4779449716738	2.85604048250245	3.25528132783374	4.85500093372035	3.58423224133922	3.13711690296754	5.24555000138289	1.67229889461282	4.76031234223955	2.7105334940552	4.68136824435187	1.35495984386554	0.902138166388624	0.870847891177948	5.18458623578722
KDM4B	15	6	8	8	5	5	4	7	7	10	3	5	9	7	3	6	10.2357351127966	4.4338349150214	5.71208096500489	6.51056265566748	4.85500093372035	3.58423224133922	6.27423380593509	5.24555000138289	5.85304613114485	5.28923593582172	2.7105334940552	4.68136824435187	6.09731929739491	6.31496716472037	2.61254367353384	5.18458623578722
KDM4C	13	18	10	8	6	13	1	16	8	19	7	9	9	19	16	10	8.87097043109037	13.3015047450642	7.14010120625611	6.51056265566748	5.82600112046442	9.31900382748196	1.56855845148377	11.9898285745895	6.68919557845126	10.0495482780613	6.32457815279547	8.42646283983337	6.09731929739491	17.1406251613839	13.9335662588472	8.64097705964536
KDM4D	3	1	1	0	2	1	0	1	1	3	0	0	2	1	1	6	2.04714702255932	0.7389724858369	0.714010120625611	0	1.94200037348814	0.716846448267843	0	0.749364285911842	0.836149447306408	1.58677078074652	0	0	1.35495984386554	0.902138166388624	0.870847891177948	5.18458623578722
KDM5A	67	43	42	43	25	36	24	55	53	69	38	35	37	37	34	34	45.719616837158	31.7758168909867	29.9884250662757	34.9942742742127	24.2750046686017	25.8064721376424	37.6454028356105	41.2150357251513	44.3159207072396	36.4957279571699	34.3334242580326	32.7695777104631	25.0667571115124	33.3791121563791	29.6088283000502	29.3793220027942
KDM5B	71	72	57	53	55	48	23	59	57	95	51	54	60	64	99	58	48.4491462005705	53.2060189802568	40.6985768756599	43.132477593797	53.4050102709238	34.4086295168565	36.0768443841267	44.2124928687987	47.6605184964652	50.2477413903064	46.0790693989385	50.5587770390002	40.6487953159661	57.736842648872	86.2139412266169	50.1176669459431
