Gene	CTRL.A.4.1.1.A8	CTRL.A.4.3.1.A10	CTRL.A.5.1.1.B11	CTRL.A.5.2.1.B12	CTRL.A.5.2.1.H10	CTRL.A.5.2.1.H9	CTRL.A.5.3.1.C1	CTRL.A.6.1.1.C9	CTRL.A.6.2.1.C10	CTRL.A.6.3.1.C11	CTRL.A.7.1.1.E3	CTRL.A.7.2.1.E4	CTRL.A.8.1.1.F11	TRS+DOM.A.4.15.1.B9	TRS+DOM.A.4.16.1.B10	TRS+DOM.A.5.12.1.C8	CTRL.A.4.1.1.A8.Norm	CTRL.A.4.3.1.A10.Norm	CTRL.A.5.1.1.B11.Norm	CTRL.A.5.2.1.B12.Norm	CTRL.A.5.2.1.H10.Norm	CTRL.A.5.2.1.H9.Norm	CTRL.A.5.3.1.C1.Norm	CTRL.A.6.1.1.C9.Norm	CTRL.A.6.2.1.C10.Norm	CTRL.A.6.3.1.C11.Norm	CTRL.A.7.1.1.E3.Norm	CTRL.A.7.2.1.E4.Norm	CTRL.A.8.1.1.F11.Norm	TRS+DOM.A.4.15.1.B9.Norm	TRS+DOM.A.4.16.1.B10.Norm	TRS+DOM.A.5.12.1.C8.Norm
LOC90834	14	10	14	5	2	17	7	11	13	18	10	5	13	49	6	5	9.53500530347108	7.54318935001715	10.1213989943113	3.98430452378557	1.89811804657431	12.2942442101012	10.8051116095971	8.31757238167662	10.7164569708715	9.5031357051374	8.94594379177167	4.61586354760899	9.02028765721098	6.9450866036772	4.25597261072528	8.71183739817514
LOC92249	22	21	22	30	16	30	10	27	31	42	28	25	42	212	33	12	14.9835797625974	15.840697635036	15.9050555624892	23.9058271427134	15.1849443725945	21.6957250766492	15.4358737279958	20.4158594822972	25.554628161309	22.1739833119873	25.0486426169607	23.079317738045	29.1424678156047	30.0481297955014	23.4078493589891	20.9084097556203
LOC93622	1	1	5	0	2	1	4	5	5	5	3	3	5	7	5	1	0.681071807390791	0.754318935001715	3.61478535511118	0	1.89811804657431	0.723190835888306	6.17434949119832	3.78071471894392	4.12171421956597	2.63975991809372	2.6837831375315	2.76951812856539	3.46934140661961	0.992155229096744	3.54664384227107	1.74236747963503
LOC96610	15	16	16	16	10	9	5	20	14	19	11	12	20	90	17	4	10.2160771108619	12.0691029600274	11.5673131363558	12.7497744761138	9.49059023287155	6.50871752299475	7.7179368639979	15.1228588757757	11.5407998147847	10.0310876887561	9.84053817094884	11.0780725142616	13.8773656264784	12.7562815169581	12.0585890637216	6.96946991854011
LOH12CR1	3	1	4	3	3	1	0	3	2	4	3	1	5	13	1	1	2.04321542217237	0.754318935001715	2.89182828408894	2.39058271427134	2.84717706986146	0.723190835888306	0	2.26842883136635	1.64868568782639	2.11180793447498	2.6837831375315	0.923172709521798	3.46934140661961	1.84257399689395	0.709328768454214	1.74236747963503
LOH12CR2	9	12	9	7	6	5	2	5	7	12	8	7	10	35	9	3	6.12964626651712	9.05182722002058	6.50661363920012	5.5780263332998	5.69435413972293	3.61595417944153	3.08717474559916	3.78071471894392	5.77039990739236	6.33542380342493	7.15675503341734	6.46220896665259	6.93868281323921	4.96077614548372	6.38395891608792	5.22710243890508
LONP1	12	15	19	13	14	7	14	15	10	20	14	7	19	59	9	3	8.17286168868949	11.3147840250257	13.7361843494225	10.3591917618425	13.2868263260202	5.06233585121814	21.6102232191941	11.3421441568318	8.24342843913194	10.5590396723749	12.5243213084803	6.46220896665259	13.1834973451545	8.36245121667255	6.38395891608792	5.22710243890508
LONP2	36	31	34	41	22	24	17	34	30	66	24	27	22	180	31	17	24.5185850660685	23.3838869850532	24.580540414756	32.6712970950417	20.8792985123174	17.3565800613193	26.2409853375929	25.7088600888186	24.7302853173958	34.8448309188371	21.470265100252	24.9256631570886	15.2651021891263	25.5125630339163	21.9891918220806	29.6202471537955
LONRF1	6	6	1	4	3	2	2	3	4	5	3	3	2	12	2	2	4.08643084434475	4.52591361001029	0.722957071022235	3.18744361902846	2.84717706986146	1.44638167177661	3.08717474559916	2.26842883136635	3.29737137565278	2.63975991809372	2.6837831375315	2.76951812856539	1.38773656264784	1.70083753559442	1.41865753690843	3.48473495927006
LONRF2	3	2	4	3	2	0	1	3	4	4	3	0	3	20	4	7	2.04321542217237	1.50863787000343	2.89182828408894	2.39058271427134	1.89811804657431	0	1.54358737279958	2.26842883136635	3.29737137565278	2.11180793447498	2.6837831375315	0	2.08160484397176	2.8347292259907	2.83731507381686	12.1965723574452
LOX	353	347	260	246	181	248	141	321	355	490	245	198	262	1121	291	139	240.418348008949	261.748670445595	187.968838465781	196.02778257025	171.779683214975	179.3513273003	217.645819564741	242.721884956199	292.641709589184	258.696471973185	219.175622898406	182.788196485316	181.793489706867	158.886573116778	206.414671620176	242.189079669269
LOXL1	31	24	25	22	24	36	20	37	22	35	19	28	29	177	46	14	21.1132260291145	18.1036544400412	18.0739267755559	17.5309399046565	22.7774165588917	26.034870091979	30.8717474559916	27.977288920185	18.1355425660903	18.478319426656	16.9972932043662	25.8488358666103	20.1221801583937	25.0873536500177	32.6291233488938	24.3931447148904
LOXL1-AS1	4	14	10	7	6	10	3	12	12	17	13	13	6	56	12	5	2.72428722956316	10.560465090024	7.22957071022235	5.5780263332998	5.69435413972293	7.23190835888306	4.63076211839874	9.0737153254654	9.89211412695833	8.97518372151865	11.6297269293032	12.0012452237834	4.16320968794353	7.93724183277395	8.51194522145057	8.71183739817514
LOXL2	258	263	195	198	156	202	112	286	246	423	194	182	284	1018	231	77	175.716526306824	198.385879905451	140.976628849336	157.778459141909	148.053207632796	146.084548849438	172.881785753553	216.256881923592	202.788339602646	223.323689070729	173.55130956037	168.017433132967	197.058591895994	144.287717602926	163.854945512923	134.162295931897
LOXL3	4	3	2	4	2	0	1	4	3	4	2	3	3	21	7	2	2.72428722956316	2.26295680500515	1.44591414204447	3.18744361902846	1.89811804657431	0	1.54358737279958	3.02457177515513	2.47302853173958	2.11180793447498	1.78918875835433	2.76951812856539	2.08160484397176	2.97646568729023	4.9653013791795	3.48473495927006
LOXL4	11	10	5	3	4	7	3	6	5	18	9	8	10	42	15	6	7.4917898812987	7.54318935001715	3.61478535511118	2.39058271427134	3.79623609314862	5.06233585121814	4.63076211839874	4.5368576627327	4.12171421956597	9.5031357051374	8.05134941259451	7.38538167617439	6.93868281323921	5.95293137458046	10.6399315268132	10.4542048778102
LPAL2	3	0	0	1	2	1	1	2	1	1	3	1	5	2	1	2	2.04321542217237	0	0	0.796860904757115	1.89811804657431	0.723190835888306	1.54358737279958	1.51228588757757	0.824342843913194	0.527951983618744	2.6837831375315	0.923172709521798	3.46934140661961	0.28347292259907	0.709328768454214	3.48473495927006
LPAR1	33	18	23	14	31	32	13	34	18	26	12	24	31	126	25	9	22.4753696438961	13.5777408300309	16.6280126335114	11.1560526665996	29.4208297219018	23.1421067484258	20.0666358463945	25.7088600888186	14.8381711904375	13.7267515740874	10.735132550126	22.1561450285232	21.5099167210416	17.8587941237414	17.7332192113553	15.6813073167152
LPAR6	10	14	14	12	13	13	4	11	11	21	6	10	15	60	10	3	6.81071807390791	10.560465090024	10.1213989943113	9.56233085708537	12.337767302733	9.40148086654797	6.17434949119832	8.31757238167662	9.06777128304514	11.0869916559936	5.367566275063	9.23172709521798	10.4080242198588	8.50418767797209	7.09328768454214	5.22710243890508
LPCAT1	1	2	2	2	2	3	3	2	0	5	0	8	1	10	2	2	0.681071807390791	1.50863787000343	1.44591414204447	1.59372180951423	1.89811804657431	2.16957250766492	4.63076211839874	1.51228588757757	0	2.63975991809372	0	7.38538167617439	0.693868281323921	1.41736461299535	1.41865753690843	3.48473495927006
LPCAT2	50	50	21	40	22	40	19	60	44	51	30	48	43	209	62	11	34.0535903695396	37.7159467500858	15.1820984914669	31.8744361902846	20.8792985123174	28.9276334355322	29.328160083192	45.368576627327	36.2710851321806	26.925551164556	26.837831375315	44.3122900570463	29.8363360969286	29.6229204116028	43.9783836441613	19.1660422759853
LPCAT3	11	7	6	8	6	8	4	7	5	12	5	4	7	37	8	4	7.4917898812987	5.28023254501201	4.33774242613341	6.37488723805692	5.69435413972293	5.78552668710645	6.17434949119832	5.29300060652148	4.12171421956597	6.33542380342493	4.47297189588584	3.69269083808719	4.85707796926745	5.24424906808279	5.67463014763371	6.96946991854011
LPCAT4	5	6	1	9	1	5	4	6	7	3	7	5	2	14	8	3	3.40535903695396	4.52591361001029	0.722957071022235	7.17174814281403	0.949059023287155	3.61595417944153	6.17434949119832	4.5368576627327	5.77039990739236	1.58385595085623	6.26216065424017	4.61586354760899	1.38773656264784	1.98431045819349	5.67463014763371	5.22710243890508
LPGAT1	29	32	23	19	25	23	11	32	25	49	18	26	23	108	23	8	19.7510824143329	24.1382059200549	16.6280126335114	15.1403571903852	23.7264755821789	16.633389225431	16.9794611007954	24.1965742012411	20.6085710978299	25.8696471973185	16.102698825189	24.0024904475668	15.9589704704502	15.3075378203498	16.3145616744469	13.9389398370802
LPHN1	5	2	10	2	6	7	2	8	4	7	4	4	13	27	7	4	3.40535903695396	1.50863787000343	7.22957071022235	1.59372180951423	5.69435413972293	5.06233585121814	3.08717474559916	6.04914355031027	3.29737137565278	3.69566388533121	3.57837751670867	3.69269083808719	9.02028765721098	3.82688445508744	4.9653013791795	6.96946991854011
LPHN2	20	12	13	10	6	19	7	9	13	12	10	7	13	43	9	4	13.6214361478158	9.05182722002058	9.39844192328906	7.96860904757115	5.69435413972293	13.7406258818778	10.8051116095971	6.80528649409905	10.7164569708715	6.33542380342493	8.94594379177167	6.46220896665259	9.02028765721098	6.09466783588	6.38395891608792	6.96946991854011
LPIN1	37	26	31	19	28	15	14	21	24	27	13	14	27	144	26	11	25.1996568734593	19.6122923100446	22.4116692016893	15.1403571903852	26.5736526520403	10.8478625383246	21.6102232191941	15.8790018195645	19.7842282539167	14.2547035577061	11.6297269293032	12.9244179333052	18.7344435957459	20.410050427133	18.4425479798096	19.1660422759853
LPIN2	42	30	37	34	35	37	17	23	22	44	14	27	36	145	40	24	28.6050159104132	22.6295680500515	26.7494116278227	27.0932707617419	33.2170658150504	26.7580609278673	26.2409853375929	17.391287707142	18.1355425660903	23.2298872792248	12.5243213084803	24.9256631570886	24.9792581276612	20.5517868884325	28.3731507381686	41.8168195112407
LPIN3	1	4	2	0	5	4	2	5	4	6	3	2	6	20	5	2	0.681071807390791	3.01727574000686	1.44591414204447	0	4.74529511643577	2.89276334355322	3.08717474559916	3.78071471894392	3.29737137565278	3.16771190171247	2.6837831375315	1.8463454190436	4.16320968794353	2.8347292259907	3.54664384227107	3.48473495927006
LPL	5	0	2	0	0	3	1	1	3	0	5	1	6	1	2	1	3.40535903695396	0	1.44591414204447	0	0	2.16957250766492	1.54358737279958	0.756142943788783	2.47302853173958	0	4.47297189588584	0.923172709521798	4.16320968794353	0.141736461299535	1.41865753690843	1.74236747963503
LPP	144	151	121	99	93	94	54	123	95	188	117	87	121	533	141	57	98.0743402642739	113.902159185259	87.4778055936905	78.8892295709543	88.2624891657054	67.9799385735007	83.3537181311773	93.0055820860204	78.3125701717535	99.2549729203239	104.667542363729	80.3160257283964	83.9580620401945	75.545533872652	100.015356352044	99.3149463391966
LPP-AS2	1	5	3	1	2	3	0	5	2	5	4	4	2	11	9	0	0.681071807390791	3.77159467500858	2.16887121306671	0.796860904757115	1.89811804657431	2.16957250766492	0	3.78071471894392	1.64868568782639	2.63975991809372	3.57837751670867	3.69269083808719	1.38773656264784	1.55910107429488	6.38395891608792	0
LPPR2	4	7	5	3	7	3	1	6	6	3	5	2	5	29	4	5	2.72428722956316	5.28023254501201	3.61478535511118	2.39058271427134	6.64341316301008	2.16957250766492	1.54358737279958	4.5368576627327	4.94605706347917	1.58385595085623	4.47297189588584	1.8463454190436	3.46934140661961	4.11035737768651	2.83731507381686	8.71183739817514
LPXN	7	7	2	2	2	4	2	4	2	6	3	1	5	13	3	1	4.76750265173554	5.28023254501201	1.44591414204447	1.59372180951423	1.89811804657431	2.89276334355322	3.08717474559916	3.02457177515513	1.64868568782639	3.16771190171247	2.6837831375315	0.923172709521798	3.46934140661961	1.84257399689395	2.12798630536264	1.74236747963503
LRAT	3	1	3	2	0	0	0	2	2	3	2	0	3	10	0	0	2.04321542217237	0.754318935001715	2.16887121306671	1.59372180951423	0	0	0	1.51228588757757	1.64868568782639	1.58385595085623	1.78918875835433	0	2.08160484397176	1.41736461299535	0	0
LRBA	17	16	10	17	8	11	10	17	15	23	10	11	12	44	21	6	11.5782207256434	12.0691029600274	7.22957071022235	13.5466353808709	7.59247218629724	7.95509919477136	15.4358737279958	12.8544300444093	12.3651426586979	12.1428956232311	8.94594379177167	10.1548998047398	8.32641937588706	6.23640429717953	14.8959041375385	10.4542048778102
LRCH1	13	12	10	9	6	5	4	11	4	15	3	8	5	47	10	2	8.85393349608029	9.05182722002058	7.22957071022235	7.17174814281403	5.69435413972293	3.61595417944153	6.17434949119832	8.31757238167662	3.29737137565278	7.91927975428117	2.6837831375315	7.38538167617439	3.46934140661961	6.66161368107814	7.09328768454214	3.48473495927006
LRCH2	1	1	0	5	1	2	2	3	2	4	1	1	2	18	2	0	0.681071807390791	0.754318935001715	0	3.98430452378557	0.949059023287155	1.44638167177661	3.08717474559916	2.26842883136635	1.64868568782639	2.11180793447498	0.894594379177167	0.923172709521798	1.38773656264784	2.55125630339163	1.41865753690843	0
LRCH3	1	3	5	5	1	2	1	2	4	2	2	5	3	14	1	3	0.681071807390791	2.26295680500515	3.61478535511118	3.98430452378557	0.949059023287155	1.44638167177661	1.54358737279958	1.51228588757757	3.29737137565278	1.05590396723749	1.78918875835433	4.61586354760899	2.08160484397176	1.98431045819349	0.709328768454214	5.22710243890508
LRCH4	2	1	1	0	2	1	1	0	0	4	1	0	0	3	2	0	1.36214361478158	0.754318935001715	0.722957071022235	0	1.89811804657431	0.723190835888306	1.54358737279958	0	0	2.11180793447498	0.894594379177167	0	0	0.425209383898604	1.41865753690843	0
LRFN4	5	1	7	2	0	3	1	5	2	1	2	2	4	15	5	1	3.40535903695396	0.754318935001715	5.06069949715565	1.59372180951423	0	2.16957250766492	1.54358737279958	3.78071471894392	1.64868568782639	0.527951983618744	1.78918875835433	1.8463454190436	2.77547312529569	2.12604691949302	3.54664384227107	1.74236747963503
LRG1	3	0	2	0	0	0	1	3	2	3	0	3	1	2	2	0	2.04321542217237	0	1.44591414204447	0	0	0	1.54358737279958	2.26842883136635	1.64868568782639	1.58385595085623	0	2.76951812856539	0.693868281323921	0.28347292259907	1.41865753690843	0
LRIF1	44	46	53	40	42	46	17	34	60	66	39	33	48	253	50	16	29.9671595251948	34.6986710100789	38.3167247641785	31.8744361902846	39.8604789780605	33.2667784508621	26.2409853375929	25.7088600888186	49.4605706347917	34.8448309188371	34.8891807879095	30.4646994142193	33.3056775035482	35.8593247087823	35.4664384227107	27.8778796741604
LRIG1	10	10	6	8	7	9	6	8	10	10	5	6	6	21	10	1	6.81071807390791	7.54318935001715	4.33774242613341	6.37488723805692	6.64341316301008	6.50871752299475	9.26152423679748	6.04914355031027	8.24342843913194	5.27951983618744	4.47297189588584	5.53903625713079	4.16320968794353	2.97646568729023	7.09328768454214	1.74236747963503
LRIG2	8	8	1	6	4	7	1	9	16	11	3	3	4	43	10	0	5.44857445912633	6.03455148001372	0.722957071022235	4.78116542854269	3.79623609314862	5.06233585121814	1.54358737279958	6.80528649409905	13.1894855026111	5.80747181980619	2.6837831375315	2.76951812856539	2.77547312529569	6.09466783588	7.09328768454214	0
LRIG3	2	4	4	1	3	5	2	6	6	7	3	7	2	12	2	2	1.36214361478158	3.01727574000686	2.89182828408894	0.796860904757115	2.84717706986146	3.61595417944153	3.08717474559916	4.5368576627327	4.94605706347917	3.69566388533121	2.6837831375315	6.46220896665259	1.38773656264784	1.70083753559442	1.41865753690843	3.48473495927006
LRMP	5	0	1	2	0	0	1	3	1	2	0	1	4	12	1	0	3.40535903695396	0	0.722957071022235	1.59372180951423	0	0	1.54358737279958	2.26842883136635	0.824342843913194	1.05590396723749	0	0.923172709521798	2.77547312529569	1.70083753559442	0.709328768454214	0
LRP1	148	136	149	116	98	165	71	119	126	186	117	108	138	729	162	42	100.798627493837	102.587375160233	107.720603582313	92.4358649518253	93.0077842821412	119.32648792157	109.59470346877	89.9810103108652	103.867198333062	98.1990689530864	104.667542363729	99.7026526283542	95.7538228227011	103.325880287361	114.911260489583	73.1794341446712
LRP10	50	53	49	60	28	52	26	47	45	65	47	54	42	183	59	22	34.0535903695396	39.9789035550909	35.4248964800895	47.8116542854269	26.5736526520403	37.6059234661919	40.1332716927891	35.5387183580728	37.0954279760937	34.3168789352184	42.0459358213269	49.8513263141771	29.1424678156047	25.9377724178149	41.8503973387986	38.3320845519706
LRP11	17	14	16	10	15	22	6	10	6	17	8	10	9	32	6	4	11.5782207256434	10.560465090024	11.5673131363558	7.96860904757115	14.2358853493073	15.9101983895427	9.26152423679748	7.56142943788783	4.94605706347917	8.97518372151865	7.15675503341734	9.23172709521798	6.24481453191529	4.53556676158511	4.25597261072528	6.96946991854011
LRP12	25	24	30	37	28	26	12	36	15	35	20	29	22	122	18	10	17.0267951847698	18.1036544400412	21.6887121306671	29.4838534760132	26.5736526520403	18.8029617330959	18.523048473595	27.2211459763962	12.3651426586979	18.478319426656	17.8918875835433	26.7720085761321	15.2651021891263	17.2918482785432	12.7679178321758	17.4236747963503
LRP2BP	4	2	4	4	1	3	3	6	4	8	3	5	4	20	9	0	2.72428722956316	1.50863787000343	2.89182828408894	3.18744361902846	0.949059023287155	2.16957250766492	4.63076211839874	4.5368576627327	3.29737137565278	4.22361586894995	2.6837831375315	4.61586354760899	2.77547312529569	2.8347292259907	6.38395891608792	0
LRP3	1	7	2	4	3	3	0	4	5	6	4	2	2	19	6	0	0.681071807390791	5.28023254501201	1.44591414204447	3.18744361902846	2.84717706986146	2.16957250766492	0	3.02457177515513	4.12171421956597	3.16771190171247	3.57837751670867	1.8463454190436	1.38773656264784	2.69299276469116	4.25597261072528	0
LRP4	2	2	2	3	1	1	3	6	4	4	2	3	4	5	1	0	1.36214361478158	1.50863787000343	1.44591414204447	2.39058271427134	0.949059023287155	0.723190835888306	4.63076211839874	4.5368576627327	3.29737137565278	2.11180793447498	1.78918875835433	2.76951812856539	2.77547312529569	0.708682306497674	0.709328768454214	0
LRP5	5	3	3	4	5	8	1	5	3	5	2	4	2	22	4	1	3.40535903695396	2.26295680500515	2.16887121306671	3.18744361902846	4.74529511643577	5.78552668710645	1.54358737279958	3.78071471894392	2.47302853173958	2.63975991809372	1.78918875835433	3.69269083808719	1.38773656264784	3.11820214858977	2.83731507381686	1.74236747963503
LRP6	24	17	20	25	18	20	11	29	23	37	12	10	20	73	18	6	16.345723377379	12.8234218950292	14.4591414204447	19.9215226189279	17.0830624191688	14.4638167177661	16.9794611007954	21.9281453698747	18.9598854100035	19.5342233938935	10.735132550126	9.23172709521798	13.8773656264784	10.346761674866	12.7679178321758	10.4542048778102
LRP8	2	2	1	0	1	1	1	0	2	3	1	1	1	5	1	0	1.36214361478158	1.50863787000343	0.722957071022235	0	0.949059023287155	0.723190835888306	1.54358737279958	0	1.64868568782639	1.58385595085623	0.894594379177167	0.923172709521798	0.693868281323921	0.708682306497674	0.709328768454214	0
LRPAP1	113	105	119	81	69	92	40	88	92	145	91	72	153	550	111	29	76.9611142351594	79.2034881751801	86.031891451646	64.5457332853263	65.4850726068137	66.5335569017241	61.7434949119832	66.5405790534129	75.8395416400139	76.5530376247179	81.4080885051222	66.4684350855695	106.16184704256	77.9550537147441	78.7354932984177	50.5286569094158
LRPPRC	38	30	21	43	27	38	13	25	25	32	15	35	26	109	38	16	25.8807286808501	22.6295680500515	15.1820984914669	34.2650189045559	25.6245936287532	27.4812517637556	20.0666358463945	18.9035735947196	20.6085710978299	16.8944634757998	13.4189156876575	32.3110448332629	18.040575314422	15.4492742816493	26.9544932012601	27.8778796741604
LRR1	19	20	16	13	12	13	8	20	15	19	16	13	20	126	36	8	12.940364340425	15.0863787000343	11.5673131363558	10.3591917618425	11.3887082794459	9.40148086654797	12.3486989823966	15.1228588757757	12.3651426586979	10.0310876887561	14.3135100668347	12.0012452237834	13.8773656264784	17.8587941237414	25.5358356643517	13.9389398370802
LRRC1	6	6	2	2	3	5	0	1	5	7	3	6	3	19	2	2	4.08643084434475	4.52591361001029	1.44591414204447	1.59372180951423	2.84717706986146	3.61595417944153	0	0.756142943788783	4.12171421956597	3.69566388533121	2.6837831375315	5.53903625713079	2.08160484397176	2.69299276469116	1.41865753690843	3.48473495927006
LRRC14	1	3	0	1	0	3	0	1	1	2	2	1	1	13	3	0	0.681071807390791	2.26295680500515	0	0.796860904757115	0	2.16957250766492	0	0.756142943788783	0.824342843913194	1.05590396723749	1.78918875835433	0.923172709521798	0.693868281323921	1.84257399689395	2.12798630536264	0
LRRC15	2	2	1	3	4	0	0	1	1	4	4	0	2	10	4	0	1.36214361478158	1.50863787000343	0.722957071022235	2.39058271427134	3.79623609314862	0	0	0.756142943788783	0.824342843913194	2.11180793447498	3.57837751670867	0	1.38773656264784	1.41736461299535	2.83731507381686	0
LRRC16A	27	23	31	27	11	18	8	22	20	31	12	21	23	131	18	7	18.3889387995514	17.3493355050395	22.4116692016893	21.5152444284421	10.4396492561587	13.0174350459895	12.3486989823966	16.6351447633532	16.4868568782639	16.3665114921811	10.735132550126	19.3866268999578	15.9589704704502	18.5674764302391	12.7679178321758	12.1965723574452
LRRC17	590	520	593	474	462	593	236	432	413	639	387	413	547	2872	444	209	401.832366360567	392.245846200892	428.713543116186	377.712068854872	438.465268758666	428.852165681765	364.286619980701	326.653751716754	340.453594536149	337.361317532378	346.208024741564	381.270329032503	379.545949884185	407.067116852264	314.941973193671	364.154803243721
LRRC19	2	1	0	2	1	3	4	0	3	2	5	0	2	11	1	0	1.36214361478158	0.754318935001715	0	1.59372180951423	0.949059023287155	2.16957250766492	6.17434949119832	0	2.47302853173958	1.05590396723749	4.47297189588584	0	1.38773656264784	1.55910107429488	0.709328768454214	0
LRRC2	8	11	8	7	8	3	7	9	8	17	6	6	7	62	17	4	5.44857445912633	8.29750828501887	5.78365656817788	5.5780263332998	7.59247218629724	2.16957250766492	10.8051116095971	6.80528649409905	6.59474275130555	8.97518372151865	5.367566275063	5.53903625713079	4.85707796926745	8.78766060057116	12.0585890637216	6.96946991854011
LRRC20	1	1	1	3	0	2	0	1	0	1	0	1	3	2	0	0	0.681071807390791	0.754318935001715	0.722957071022235	2.39058271427134	0	1.44638167177661	0	0.756142943788783	0	0.527951983618744	0	0.923172709521798	2.08160484397176	0.28347292259907	0	0
LRRC23	2	7	6	1	3	3	5	2	1	4	5	3	5	39	4	1	1.36214361478158	5.28023254501201	4.33774242613341	0.796860904757115	2.84717706986146	2.16957250766492	7.7179368639979	1.51228588757757	0.824342843913194	2.11180793447498	4.47297189588584	2.76951812856539	3.46934140661961	5.52772199068186	2.83731507381686	1.74236747963503
LRRC25	5	4	2	3	2	5	3	5	2	7	3	2	4	16	4	1	3.40535903695396	3.01727574000686	1.44591414204447	2.39058271427134	1.89811804657431	3.61595417944153	4.63076211839874	3.78071471894392	1.64868568782639	3.69566388533121	2.6837831375315	1.8463454190436	2.77547312529569	2.26778338079256	2.83731507381686	1.74236747963503
LRRC27	38	21	24	19	7	18	8	22	24	29	14	21	22	114	26	7	25.8807286808501	15.840697635036	17.3509697045336	15.1403571903852	6.64341316301008	13.0174350459895	12.3486989823966	16.6351447633532	19.7842282539167	15.3106075249436	12.5243213084803	19.3866268999578	15.2651021891263	16.157956588147	18.4425479798096	12.1965723574452
LRRC28	24	16	29	28	12	33	13	23	23	29	15	22	37	178	22	14	16.345723377379	12.0691029600274	20.9657550596448	22.3121053331992	11.3887082794459	23.8652975843141	20.0666358463945	17.391287707142	18.9598854100035	15.3106075249436	13.4189156876575	20.3097996094796	25.6731264089851	25.2290901113172	15.6052329059927	24.3931447148904
LRRC3	5	8	4	4	1	5	3	5	8	9	5	6	4	30	9	1	3.40535903695396	6.03455148001372	2.89182828408894	3.18744361902846	0.949059023287155	3.61595417944153	4.63076211839874	3.78071471894392	6.59474275130555	4.7515678525687	4.47297189588584	5.53903625713079	2.77547312529569	4.25209383898604	6.38395891608792	1.74236747963503
LRRC32	28	28	34	28	32	29	11	26	20	35	18	22	19	137	31	12	19.0700106069422	21.120930180048	24.580540414756	22.3121053331992	30.369888745189	20.9725342407609	16.9794611007954	19.6597165385084	16.4868568782639	18.478319426656	16.102698825189	20.3097996094796	13.1834973451545	19.4178951980363	21.9891918220806	20.9084097556203
LRRC34	2	1	3	1	3	3	1	2	3	4	1	2	3	17	3	1	1.36214361478158	0.754318935001715	2.16887121306671	0.796860904757115	2.84717706986146	2.16957250766492	1.54358737279958	1.51228588757757	2.47302853173958	2.11180793447498	0.894594379177167	1.8463454190436	2.08160484397176	2.40951984209209	2.12798630536264	1.74236747963503
LRRC37A3	0	1	3	4	5	5	3	2	0	4	4	4	4	15	2	2	0	0.754318935001715	2.16887121306671	3.18744361902846	4.74529511643577	3.61595417944153	4.63076211839874	1.51228588757757	0	2.11180793447498	3.57837751670867	3.69269083808719	2.77547312529569	2.12604691949302	1.41865753690843	3.48473495927006
LRRC37A4P	8	10	9	5	5	6	2	4	12	3	7	7	6	37	4	3	5.44857445912633	7.54318935001715	6.50661363920012	3.98430452378557	4.74529511643577	4.33914501532983	3.08717474559916	3.02457177515513	9.89211412695833	1.58385595085623	6.26216065424017	6.46220896665259	4.16320968794353	5.24424906808279	2.83731507381686	5.22710243890508
LRRC37A6P	1	1	0	1	0	1	0	0	2	1	1	0	1	2	2	1	0.681071807390791	0.754318935001715	0	0.796860904757115	0	0.723190835888306	0	0	1.64868568782639	0.527951983618744	0.894594379177167	0	0.693868281323921	0.28347292259907	1.41865753690843	1.74236747963503
LRRC37B	2	4	0	0	1	1	0	0	1	2	1	1	1	4	0	0	1.36214361478158	3.01727574000686	0	0	0.949059023287155	0.723190835888306	0	0	0.824342843913194	1.05590396723749	0.894594379177167	0.923172709521798	0.693868281323921	0.566945845198139	0	0
LRRC37BP1	17	21	9	9	16	19	9	15	8	27	12	8	16	58	18	3	11.5782207256434	15.840697635036	6.50661363920012	7.17174814281403	15.1849443725945	13.7406258818778	13.8922863551962	11.3421441568318	6.59474275130555	14.2547035577061	10.735132550126	7.38538167617439	11.1018925011827	8.22071475537302	12.7679178321758	5.22710243890508
LRRC40	20	23	19	14	12	21	7	10	15	32	19	19	25	95	15	8	13.6214361478158	17.3493355050395	13.7361843494225	11.1560526665996	11.3887082794459	15.1870075536544	10.8051116095971	7.56142943788783	12.3651426586979	16.8944634757998	16.9972932043662	17.5402814809142	17.346707033098	13.4649638234558	10.6399315268132	13.9389398370802
LRRC41	30	32	21	25	32	22	18	25	20	43	18	23	35	103	23	10	20.4321542217237	24.1382059200549	15.1820984914669	19.9215226189279	30.369888745189	15.9101983895427	27.7845727103924	18.9035735947196	16.4868568782639	22.701935295606	16.102698825189	21.2329723190014	24.2853898463372	14.5988555138521	16.3145616744469	17.4236747963503
LRRC42	19	21	9	16	6	10	7	20	12	28	8	12	18	91	21	7	12.940364340425	15.840697635036	6.50661363920012	12.7497744761138	5.69435413972293	7.23190835888306	10.8051116095971	15.1228588757757	9.89211412695833	14.7826555413248	7.15675503341734	11.0780725142616	12.4896290638306	12.8980179782577	14.8959041375385	12.1965723574452
LRRC47	19	14	11	16	17	12	3	17	16	21	12	3	8	53	6	9	12.940364340425	10.560465090024	7.95252778124459	12.7497744761138	16.1340033958816	8.67829003065967	4.63076211839874	12.8544300444093	13.1894855026111	11.0869916559936	10.735132550126	2.76951812856539	5.55094625059137	7.51203244887534	4.25597261072528	15.6813073167152
