Cell	Plate	Condition1	Condition2	Gene	logFC	logCPM	PValue	FDR
A	1	CTRL	SOR	TSFM	0.55990592573825	5.40439966662551	0.000228484690027421	0.00126182512686111
A	1	CTRL	SOR	TSG101	-0.352126262866374	5.6789252989727	0.0373450564955987	0.0973625432291344
A	1	CTRL	SOR	TSLP	2.44226896580037	4.71571278944996	1.26848417849523e-46	2.96133397306886e-44
A	1	CTRL	SOR	TSNAX	-0.457662904891787	5.95691595414222	0.00348830912459105	0.0135235172583784
A	1	CTRL	SOR	TSPAN2	-4.18115251928234	3.44957101233724	1.12849102067783e-16	4.35129871036136e-15
A	1	CTRL	SOR	TSPAN3	-0.598294680773992	5.96758806240355	0.000164646172597773	0.000946733925730143
A	1	CTRL	SOR	TSPAN31	-1.49164698263953	3.99378860473974	5.59989819735767e-07	5.54804728812287e-06
A	1	CTRL	SOR	TSPAN4	-0.934430809622622	4.00500014497591	0.000265391807815899	0.00143721248939525
A	1	CTRL	SOR	TSPAN6	-0.661107127704945	6.2439344374666	4.48628820496233e-05	0.00029585999256146
A	1	CTRL	SOR	TSPAN7	1.75333865982701	1.22506661942652	0.0281917328267552	0.0776711957544195
A	1	CTRL	SOR	TSPAN8	-1.55006358091068	2.34221788058629	0.00988967577488888	0.0328292236167459
A	1	CTRL	SOR	TSPO	-0.746991750018175	6.90638411575577	4.77108763782356e-07	4.8085373053104e-06
A	1	CTRL	SOR	TSPYL1	-1.16124324093728	6.02373453982139	2.28300761339757e-12	5.47921827215417e-11
A	1	CTRL	SOR	TSPYL2	0.858698204322493	3.01090572957798	0.00718599716634173	0.0251823699824858
A	1	CTRL	SOR	TSPYL4	-1.73528275294272	3.4143901088172	1.62977731821166e-06	1.47264889274016e-05
A	1	CTRL	SOR	TSR1	0.523808678893139	4.12240116515	0.0194377110512603	0.0572300412515897
A	1	CTRL	SOR	TSTD1	-0.897636243566994	3.82765840708056	0.00244502612146927	0.0100396979212234
A	1	CTRL	SOR	TSTD3	-0.753497855108675	4.30633148921648	0.00159655207767759	0.00692391965016868
A	1	CTRL	SOR	TTBK2	1.23911156684258	2.67834594954198	0.000369920399677752	0.00193158923621893
A	1	CTRL	SOR	TTC14	0.507557927059817	4.69052630294536	0.00585149718342646	0.0211642884042805
A	1	CTRL	SOR	TTC17	0.859375399573865	4.81741804103389	1.23604095756261e-06	1.14425132625118e-05
